Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","1994","1994","ha","1088","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","1994","1994","hg/ha","3997","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","1994","1994","tonnes","435","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","1995","1995","ha","1106","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","1995","1995","hg/ha","4237","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","1995","1995","tonnes","469","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","1996","1996","ha","1200","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","1996","1996","hg/ha","4167","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","1996","1996","tonnes","500","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","1997","1997","ha","1100","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","1997","1997","hg/ha","4768","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","1997","1997","tonnes","524","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","1998","1998","ha","1081","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","1998","1998","hg/ha","5089","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","1998","1998","tonnes","550","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","1999","1999","ha","1113","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","1999","1999","hg/ha","5390","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","1999","1999","tonnes","600","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2000","2000","ha","1141","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2000","2000","hg/ha","5699","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2000","2000","tonnes","650","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2001","2001","ha","1123","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2001","2001","hg/ha","5966","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2001","2001","tonnes","670","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2002","2002","ha","1115","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2002","2002","hg/ha","6280","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2002","2002","tonnes","700","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2003","2003","ha","1200","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2003","2003","hg/ha","6667","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2003","2003","tonnes","800","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2004","2004","ha","1295","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2004","2004","hg/ha","6949","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2004","2004","tonnes","900","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2005","2005","ha","1300","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2005","2005","hg/ha","7692","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2005","2005","tonnes","1000","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2006","2006","ha","1400","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2006","2006","hg/ha","8571","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2006","2006","tonnes","1200","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2007","2007","ha","1500","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2007","2007","hg/ha","9000","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2007","2007","tonnes","1350","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2008","2008","ha","1712","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2008","2008","hg/ha","8177","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2008","2008","tonnes","1400","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2009","2009","ha","1726","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2009","2009","hg/ha","8123","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2009","2009","tonnes","1402","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2010","2010","ha","1300","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2010","2010","hg/ha","10000","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2010","2010","tonnes","1300","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2011","2011","ha","4460","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2011","2011","hg/ha","1791","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2011","2011","tonnes","799","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2012","2012","ha","3200","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2012","2012","hg/ha","1350","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2012","2012","tonnes","432","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2013","2013","ha","2600","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2013","2013","hg/ha","1288","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2013","2013","tonnes","335","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2014","2014","ha","1220","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2014","2014","hg/ha","2344","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2014","2014","tonnes","286","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2015","2015","ha","3600","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2015","2015","hg/ha","1572","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2015","2015","tonnes","566","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2016","2016","ha","2854","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2016","2016","hg/ha","1386","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2016","2016","tonnes","396","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2017","2017","ha","3322","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2017","2017","hg/ha","1252","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2017","2017","tonnes","416","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5312","Area harvested","692","Vanilla","2018","2018","ha","4787","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","351","China","5419","Yield","692","Vanilla","2018","2018","hg/ha","959","Fc","Calculated data",""
"QC","Crops","351","China","5510","Production","692","Vanilla","2018","2018","tonnes","459","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1961","1961","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1961","1961","tonnes","90","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1962","1962","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1962","1962","tonnes","48","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1963","1963","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1963","1963","tonnes","207","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1964","1964","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1964","1964","tonnes","175","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1965","1965","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1965","1965","tonnes","167","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1966","1966","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1966","1966","tonnes","134","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1967","1967","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1967","1967","tonnes","145","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1968","1968","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1968","1968","tonnes","138","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1969","1969","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1969","1969","tonnes","207","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1970","1970","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1970","1970","tonnes","144","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1971","1971","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1971","1971","tonnes","206","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1972","1972","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1972","1972","tonnes","207","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1973","1973","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1973","1973","tonnes","34","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1974","1974","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1974","1974","tonnes","160","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1975","1975","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1975","1975","tonnes","211","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1976","1976","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1976","1976","tonnes","124","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1977","1977","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1977","1977","tonnes","230","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1978","1978","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1978","1978","tonnes","177","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1979","1979","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1979","1979","tonnes","180","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1980","1980","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1980","1980","tonnes","164","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1981","1981","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1981","1981","tonnes","175","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1982","1982","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1982","1982","tonnes","270","F","FAO estimate",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1983","1983","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1983","1983","tonnes","230","F","FAO estimate",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1984","1984","ha","","M","Data not available",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1984","1984","tonnes","160","F","FAO estimate",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1985","1985","ha","1000","F","FAO estimate",""
"QC","Crops","45","Comoros","5419","Yield","692","Vanilla","1985","1985","hg/ha","2000","Fc","Calculated data",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1985","1985","tonnes","200","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1986","1986","ha","1000","F","FAO estimate",""
"QC","Crops","45","Comoros","5419","Yield","692","Vanilla","1986","1986","hg/ha","2100","Fc","Calculated data",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1986","1986","tonnes","210","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1987","1987","ha","1000","F","FAO estimate",""
"QC","Crops","45","Comoros","5419","Yield","692","Vanilla","1987","1987","hg/ha","2150","Fc","Calculated data",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1987","1987","tonnes","215","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1988","1988","ha","1000","F","FAO estimate",""
"QC","Crops","45","Comoros","5419","Yield","692","Vanilla","1988","1988","hg/ha","2620","Fc","Calculated data",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1988","1988","tonnes","262","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1989","1989","ha","1000","F","FAO estimate",""
"QC","Crops","45","Comoros","5419","Yield","692","Vanilla","1989","1989","hg/ha","2000","Fc","Calculated data",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1989","1989","tonnes","200","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1990","1990","ha","1070","Im","FAO data based on imputation methodology",""
"QC","Crops","45","Comoros","5419","Yield","692","Vanilla","1990","1990","hg/ha","2336","Fc","Calculated data",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1990","1990","tonnes","250","*","Unofficial figure",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1991","1991","ha","1000","F","FAO estimate",""
"QC","Crops","45","Comoros","5419","Yield","692","Vanilla","1991","1991","hg/ha","2400","Fc","Calculated data",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1991","1991","tonnes","240","F","FAO estimate",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1992","1992","ha","1333","Im","FAO data based on imputation methodology",""
"QC","Crops","45","Comoros","5419","Yield","692","Vanilla","1992","1992","hg/ha","2071","Fc","Calculated data",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1992","1992","tonnes","276","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1993","1993","ha","1395","Im","FAO data based on imputation methodology",""
"QC","Crops","45","Comoros","5419","Yield","692","Vanilla","1993","1993","hg/ha","2029","Fc","Calculated data",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1993","1993","tonnes","283","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1994","1994","ha","800","F","FAO estimate",""
"QC","Crops","45","Comoros","5419","Yield","692","Vanilla","1994","1994","hg/ha","1638","Fc","Calculated data",""
"QC","Crops","45","Comoros","5510","Production","692","Vanilla","1994","1994","tonnes","131","","Official data",""
"QC","Crops","45","Comoros","5312","Area harvested","692","Vanilla","1995","1995","ha","700","F","FAO estimate",""
